Node_production,Source,Technology,Year,Production_volume,Production_cost,PV,Onshore
CAN_C00305,Hybrid,PEM,2050,124404.1124,4.013499396,1.108282123,1.327015906
CAN_C00305,Hybrid,Alkaline,2050,115478.804,2.345498175,1.096582679,1.310081189
CAN_C00306,PV,PEM,2050,52363.56214,5.017497834,2.425670682,0
CAN_C00306,PV,Alkaline,2050,47396.92136,2.789498382,2.290297121,0
CAN_C00306,Onshore,PEM,2050,106355.6253,5.181498877,0,1.846654618
CAN_C00306,Onshore,Alkaline,2050,97101.84813,3.039498415,0,1.787916192
CAN_C00306,Hybrid,PEM,2050,106640.4613,4.747498261,1.582594295,1.229061079
CAN_C00306,Hybrid,Alkaline,2050,79866.3408,2.755499311,1.769291999,0.768785468
CAN_C00307,PV,PEM,2050,53553.13685,4.858498679,2.386479956,0
CAN_C00307,PV,Alkaline,2050,48813.46275,2.701498884,2.279975604,0
CAN_C00307,Onshore,PEM,2050,91020.52641,6.517496752,0,2.022719276
CAN_C00307,Onshore,Alkaline,2050,82125.64347,3.829497926,0,1.931273223
CAN_C00307,Hybrid,PEM,2050,53868.81681,4.862497487,2.410183431,0
CAN_C00307,Hybrid,Alkaline,2050,48471.26437,2.704499429,2.254884648,0
CAN_C00308,PV,PEM,2050,56973.87709,4.500497643,2.327647603,0
CAN_C00308,PV,Alkaline,2050,52097.17176,2.499498133,2.233028332,0
CAN_C00308,Onshore,PEM,2050,91657.44968,6.191497014,0,1.916231352
CAN_C00308,Onshore,Alkaline,2050,82225.55524,3.631497708,0,1.815994967
CAN_C00308,Hybrid,PEM,2050,56799.96315,4.503498342,2.315526095,0
CAN_C00308,Hybrid,Alkaline,2050,51895.46054,2.502498573,2.219115749,0
CAN_C00309,PV,PEM,2050,57372.93366,4.351498438,2.224873442,0
CAN_C00309,PV,Alkaline,2050,52353.15357,2.411498128,2.126022172,0
CAN_C00309,Onshore,PEM,2050,92323.42174,5.679497538,0,1.737703873
CAN_C00309,Onshore,Alkaline,2050,82545.84089,3.321499366,0,1.638846742
CAN_C00309,Hybrid,PEM,2050,57690.0645,4.355497103,2.246277809,0
CAN_C00309,Hybrid,Alkaline,2050,52098.02177,2.414499115,2.109157729,0
CAN_C00310,PV,PEM,2050,39932.79604,6.303498393,2.26348604,0
CAN_C00310,PV,Alkaline,2050,36050.07322,3.489498506,2.125986857,0
CAN_C00310,Onshore,PEM,2050,84951.59223,6.211498917,0,1.752304874
CAN_C00310,Onshore,Alkaline,2050,78145.09217,3.635496904,0,1.711650711
CAN_C00310,Hybrid,PEM,2050,97715.62497,5.6774982,1.517813561,1.448454373
CAN_C00310,Hybrid,Alkaline,2050,87457.58197,3.322498697,1.498680761,1.351100162
CAN_C00311,PV,PEM,2050,39800.67362,6.310498803,2.255120308,0
CAN_C00311,PV,Alkaline,2050,36006.39267,3.493498451,2.125793277,0
CAN_C00311,Onshore,PEM,2050,84922.82466,6.184498971,0,1.742085707
CAN_C00311,Onshore,Alkaline,2050,77190.18413,3.618499268,0,1.677162076
CAN_C00311,Hybrid,PEM,2050,97476.30122,5.661498417,1.503388199,1.440341305
CAN_C00311,Hybrid,Alkaline,2050,87762.69245,3.313499085,1.485985618,1.356073105
CAN_C00312,PV,PEM,2050,43898.27178,5.865497791,2.349476409,0
CAN_C00312,PV,Alkaline,2050,39469.96355,3.252498355,2.192882704,0
CAN_C00312,Onshore,PEM,2050,52588.54992,17.03349795,0,3.278421317
CAN_C00312,Onshore,Alkaline,2050,45850.4212,10.11749912,0,3.021620226
CAN_C00312,Hybrid,PEM,2050,43771.70792,5.868498326,2.338016974,0
CAN_C00312,Hybrid,Alkaline,2050,39258.73559,3.255498891,2.174173373,0
CAN_C00079,PV,PEM,2050,44002.64771,5.896497469,2.379462403,0
CAN_C00079,PV,Alkaline,2050,39406.58613,3.272499718,2.208601237,0
CAN_C00079,Onshore,PEM,2050,58574.05035,10.68649566,0,2.161787056
CAN_C00079,Onshore,Alkaline,2050,52486.84674,6.285498684,0,2.048915589
CAN_C00079,Hybrid,PEM,2050,43879.72165,5.899498162,2.368267293,0
CAN_C00079,Hybrid,Alkaline,2050,39838.40362,3.276497885,2.247021724,0
CAN_C00080,PV,PEM,2050,46853.16649,5.686499199,2.484157576,0
CAN_C00080,PV,Alkaline,2050,42581.56495,3.166498991,2.364452346,0
CAN_C00080,Onshore,PEM,2050,76405.15968,8.585497783,0,2.283926868
CAN_C00080,Onshore,Alkaline,2050,68955.25613,5.060499092,0,2.18365998
CAN_C00080,Hybrid,PEM,2050,47205.96874,5.690498238,2.514959292,0
CAN_C00080,Hybrid,Alkaline,2050,42910.27713,3.170498249,2.39298188,0
CAN_C00089,PV,PEM,2050,46183.37415,5.801497851,2.507266391,0
CAN_C00089,PV,Alkaline,2050,41958.31516,3.230498313,2.38408136,0
CAN_C00089,Onshore,PEM,2050,74411.53127,7.590499469,0,1.907138486
CAN_C00089,Onshore,Alkaline,2050,68681.79815,4.453497484,0,1.871437414
CAN_C00089,Hybrid,PEM,2050,46023.19949,5.804499005,2.492969714,0
CAN_C00089,Hybrid,Alkaline,2050,41789.61694,3.233498946,2.369140911,0
CAN_C00090,PV,PEM,2050,50092.42815,5.469496738,2.597515785,0
CAN_C00090,PV,Alkaline,2050,45458.16735,3.051498639,2.466801661,0
CAN_C00090,Onshore,PEM,2050,71692.32502,9.622496872,0,2.424605069
CAN_C00090,Onshore,Alkaline,2050,64827.15704,5.680499099,0,2.324429332
CAN_C00090,Hybrid,PEM,2050,49980.17306,5.472498144,2.587968793,0
CAN_C00090,Hybrid,Alkaline,2050,45129.61591,3.054499768,2.439629203,0
CAN_C00091,PV,PEM,2050,51553.23592,5.341497677,2.618039227,0
CAN_C00091,PV,Alkaline,2050,46752.93737,2.981498868,2.484098687,0
CAN_C00091,Onshore,PEM,2050,48264.44936,13.77749781,0,2.324320443
CAN_C00091,Onshore,Alkaline,2050,42329.87542,8.115498808,0,2.149712537
CAN_C00091,Hybrid,PEM,2050,51400.22319,5.344498817,2.605411904,0
CAN_C00091,Hybrid,Alkaline,2050,46399.64905,2.984499609,2.455565735,0
CAN_C00092,PV,PEM,2050,48809.2315,5.654498493,2.62861862,0
CAN_C00092,PV,Alkaline,2050,43973.87705,3.155498741,2.469092591,0
CAN_C00092,Onshore,PEM,2050,45209.90538,12.6724983,0,1.943992201
CAN_C00092,Onshore,Alkaline,2050,41431.45656,7.430496587,0,1.891278947
CAN_C00092,Hybrid,PEM,2050,48631.33763,5.657499189,2.613150565,0
CAN_C00092,Hybrid,Alkaline,2050,44302.10782,3.159498043,2.497508612,0
CAN_C00093,PV,PEM,2050,42002.76312,6.131497604,2.351104176,0
CAN_C00093,PV,Alkaline,2050,38293.5847,3.40249783,2.245396547,0
CAN_C00093,Onshore,PEM,2050,80864.86763,6.724497544,0,1.819357461
CAN_C00093,Onshore,Alkaline,2050,73251.12171,3.937497356,0,1.744024114
CAN_C00093,Hybrid,PEM,2050,94454.45967,5.829498047,1.875383275,1.334348009
CAN_C00093,Hybrid,Alkaline,2050,60499.22703,3.392499807,2.02210011,0.597571062
CAN_C00094,PV,PEM,2050,45529.53306,5.803497754,2.45128607,0
CAN_C00094,PV,Alkaline,2050,41555.28607,3.228498157,2.347089079,0
CAN_C00094,Onshore,PEM,2050,75774.453,7.437498386,0,1.901819364
CAN_C00094,Onshore,Alkaline,2050,68900.00719,4.361497805,0,1.832483896
CAN_C00094,Hybrid,PEM,2050,45387.71877,5.80649857,2.438599043,0
CAN_C00094,Hybrid,Alkaline,2050,41409.55727,3.231498237,2.334140159,0
CAN_C00095,PV,PEM,2050,49198.71627,5.472498519,2.525859797,0
CAN_C00095,PV,Alkaline,2050,44670.93119,3.04949856,2.400304381,0
CAN_C00095,Onshore,PEM,2050,69047.89136,10.35149712,0,2.527851708
CAN_C00095,Onshore,Alkaline,2050,62625.54828,6.117499192,0,2.432612027
CAN_C00095,Hybrid,PEM,2050,49468.97358,5.476498103,2.548707691,0
CAN_C00095,Hybrid,Alkaline,2050,44421.42727,3.052499196,2.379586963,0
CAN_C00096,PV,PEM,2050,52346.5985,5.18649767,2.5588093,0
CAN_C00096,PV,Alkaline,2050,47643.4825,2.89149787,2.439472636,0
CAN_C00096,Onshore,PEM,2050,49903.67213,13.39949692,0,2.339521591
CAN_C00096,Onshore,Alkaline,2050,45099.54197,7.89749788,0,2.240833937
CAN_C00096,Hybrid,PEM,2050,52230.17402,5.189498637,2.549405928,0
CAN_C00096,Hybrid,Alkaline,2050,47493.08576,2.89449838,2.427429294,0
CAN_C00081,PV,PEM,2050,48305.88786,5.58949857,2.537871818,0
CAN_C00081,PV,Alkaline,2050,43665.47614,3.11449912,2.394919385,0
CAN_C00081,Onshore,PEM,2050,75549.96106,9.676497517,0,2.594564353
CAN_C00081,Onshore,Alkaline,2050,67474.85289,5.720498272,0,2.452503574
CAN_C00081,Hybrid,PEM,2050,48114.16951,5.592499287,2.521413887,0
CAN_C00081,Hybrid,Alkaline,2050,44039.50265,3.11849884,2.426775059,0
CAN_C00082,PV,PEM,2050,50484.51271,5.525497329,2.672895962,0
CAN_C00082,PV,Alkaline,2050,46028.30903,3.087497755,2.557831841,0
CAN_C00082,Onshore,PEM,2050,70001.82181,11.25349812,0,2.829735555
CAN_C00082,Onshore,Alkaline,2050,63668.87949,6.669499047,0,2.733471733
CAN_C00082,Hybrid,PEM,2050,50359.83528,5.528498553,2.662213535,0
CAN_C00082,Hybrid,Alkaline,2050,45883.41864,3.090498448,2.545463835,0
CAN_C00083,PV,PEM,2050,43692.36843,5.933497507,2.376357307,0
CAN_C00083,PV,Alkaline,2050,39271.35953,3.292498781,2.217933363,0
CAN_C00083,Onshore,PEM,2050,66870.675,8.9014983,0,2.033853634
CAN_C00083,Onshore,Alkaline,2050,60141.66343,5.227497872,0,1.934893224
CAN_C00083,Hybrid,PEM,2050,43548.07363,5.936498679,2.363177541,0
CAN_C00083,Hybrid,Alkaline,2050,39567.9846,3.296497811,2.244698837,0
CAN_C00084,PV,PEM,2050,46006.92474,5.745498191,2.452637494,0
CAN_C00084,PV,Alkaline,2050,41890.9341,3.196498632,2.339923262,0
CAN_C00084,Onshore,PEM,2050,79470.37416,7.72249639,0,2.10876225
CAN_C00084,Onshore,Alkaline,2050,72144.80912,4.54249874,0,2.029103523
CAN_C00084,Hybrid,PEM,2050,45833.86351,5.748499265,2.43735844,0
CAN_C00084,Hybrid,Alkaline,2050,42167.91403,3.200498237,2.364292049,0
CAN_C00085,PV,PEM,2050,50131.34538,5.486497242,2.613683991,0
CAN_C00085,PV,Alkaline,2050,45223.39231,3.061499354,2.459864712,0
CAN_C00085,Onshore,PEM,2050,75685.21623,9.370497381,0,2.504174291
CAN_C00085,Onshore,Alkaline,2050,68177.89579,5.536499622,0,2.390572981
CAN_C00085,Hybrid,PEM,2050,50016.6451,5.489498228,2.603904665,0
CAN_C00085,Hybrid,Alkaline,2050,45644.26302,3.065498362,2.495040221,0
CAN_C00086,PV,PEM,2050,50737.17148,5.57949817,2.73563544,0
CAN_C00086,PV,Alkaline,2050,46025.392,3.120497977,2.598485373,0
CAN_C00086,Onshore,PEM,2050,63639.84253,11.05449713,0,2.481972215
CAN_C00086,Onshore,Alkaline,2050,56914.79279,6.526498664,0,2.349244463
CAN_C00086,Hybrid,PEM,2050,50559.50397,5.58249926,2.720379284,0
CAN_C00086,Hybrid,Alkaline,2050,45850.35319,3.123498786,2.583478584,0
CAN_C00087,PV,PEM,2050,46006.45108,5.927498127,2.579827845,0
CAN_C00087,PV,Alkaline,2050,40727.385,3.301498971,2.355790603,0
CAN_C00087,Onshore,PEM,2050,35356.67117,13.74249555,0,1.585152971
CAN_C00087,Onshore,Alkaline,2050,32100.19252,7.998496938,0,1.522664801
CAN_C00087,Hybrid,PEM,2050,45794.42125,5.930499186,2.560576918,0
CAN_C00087,Hybrid,Alkaline,2050,41121.95689,3.305498717,2.391289393,0
CAN_C00088,PV,PEM,2050,42541.05169,6.048498918,2.347377644,0
CAN_C00088,PV,Alkaline,2050,38317.05421,3.355498983,2.199042349,0
CAN_C00088,Onshore,PEM,2050,75786.27031,7.165496443,0,1.816922641
CAN_C00088,Onshore,Alkaline,2050,68997.8843,4.195497331,0,1.752521942
CAN_C00088,Hybrid,PEM,2050,73030.90284,6.008499272,2.071867913,0.821150596
CAN_C00088,Hybrid,Alkaline,2050,38633.21965,3.359497831,2.228045233,0
CAN_C00105,PV,PEM,2050,50014.15653,5.387497815,2.528726698,0
CAN_C00105,PV,Alkaline,2050,45143.09427,3.000498774,2.379162957,0
CAN_C00105,Onshore,PEM,2050,60031.61979,11.61549727,0,2.456703912
CAN_C00105,Onshore,Alkaline,2050,53477.33616,6.854498164,0,2.314453931
CAN_C00105,Hybrid,PEM,2050,49880.9096,5.390498542,2.517609947,0
CAN_C00105,Hybrid,Alkaline,2050,44867.55933,3.00349952,2.356687107,0
CAN_C00106,PV,PEM,2050,49925.20012,5.503499045,2.609482725,0
CAN_C00106,PV,Alkaline,2050,45337.91377,3.071498532,2.48142504,0
CAN_C00106,Onshore,PEM,2050,91854.16018,6.063498013,0,1.872618584
CAN_C00106,Onshore,Alkaline,2050,82695.10307,3.55449795,0,1.782099527
CAN_C00106,Hybrid,PEM,2050,97754.8474,5.322499319,1.925663764,1.194827643
CAN_C00106,Hybrid,Alkaline,2050,47714.70374,3.074499245,2.376699803,0.080526969
CAN_C00107,PV,PEM,2050,41524.01808,6.37949835,2.463180835,0
CAN_C00107,PV,Alkaline,2050,37393.10459,3.547499237,2.309560035,0
CAN_C00107,Onshore,PEM,2050,86454.24388,6.61149686,0,1.933764738
CAN_C00107,Onshore,Alkaline,2050,78330.8445,3.879498517,0,1.855074066
CAN_C00107,Hybrid,PEM,2050,96843.0614,5.925497856,1.811755682,1.447402492
CAN_C00107,Hybrid,Alkaline,2050,82167.70657,3.468498982,1.872747854,1.211119254
CAN_C00108,PV,PEM,2050,44671.2453,6.028497692,2.528685976,0
CAN_C00108,PV,Alkaline,2050,40428.51235,3.357498849,2.390402851,0
CAN_C00108,Onshore,PEM,2050,84947.24808,7.214499762,0,2.104587129
CAN_C00108,Onshore,Alkaline,2050,76781.70955,4.244498292,0,2.014993212
CAN_C00108,Hybrid,PEM,2050,44540.64379,6.031498325,2.516540885,0
CAN_C00108,Hybrid,Alkaline,2050,40733.92281,3.361497773,2.418495331,0
CAN_C00109,PV,PEM,2050,49684.10815,5.421497615,2.527514976,0
CAN_C00109,PV,Alkaline,2050,44976.79527,3.020498812,2.390071682,0
CAN_C00109,Onshore,PEM,2050,74064.7864,9.726498153,0,2.550611972
CAN_C00109,Onshore,Alkaline,2050,66685.03416,5.748498437,0,2.433443137
CAN_C00109,Hybrid,PEM,2050,49538.90825,5.424498215,2.515351446,0
CAN_C00109,Hybrid,Alkaline,2050,44716.03296,3.023498988,2.368638563,0
CAN_C00110,PV,PEM,2050,51924.11232,5.129498819,2.480719398,0
CAN_C00110,PV,Alkaline,2050,47547.68732,2.857498232,2.388560431,0
CAN_C00110,Onshore,PEM,2050,64037.25208,11.41449835,0,2.595445147
CAN_C00110,Onshore,Alkaline,2050,57594.19346,6.748498368,0,2.473950036
CAN_C00110,Hybrid,PEM,2050,52246.15018,5.133497768,2.506199802,0
CAN_C00110,Hybrid,Alkaline,2050,47342.01224,2.860498857,2.37244466,0
CAN_C00111,PV,PEM,2050,52580.74773,4.985499276,2.416571907,0
CAN_C00111,PV,Alkaline,2050,47286.49236,2.772499657,2.260443702,0
CAN_C00111,Onshore,PEM,2050,64534.40176,12.91949811,0,3.020561396
CAN_C00111,Onshore,Alkaline,2050,57083.38957,7.662498875,0,2.827315456
CAN_C00111,Hybrid,PEM,2050,52924.45226,4.989498159,2.442986546,0
CAN_C00111,Hybrid,Alkaline,2050,47845.41395,2.776498076,2.302584282,0
CAN_C00112,PV,PEM,2050,52581.90578,4.946499545,2.385498777,0
CAN_C00112,PV,Alkaline,2050,48128.35843,2.750497981,2.294148871,0
CAN_C00112,Onshore,PEM,2050,57361.31166,13.60049838,0,2.799655301
CAN_C00112,Onshore,Alkaline,2050,51063.3298,8.054499186,0,2.639217855
CAN_C00112,Hybrid,PEM,2050,53042.97726,4.950497625,2.420482485,0
CAN_C00112,Hybrid,Alkaline,2050,47961.96427,2.753498149,2.281498867,0
CAN_C00097,PV,PEM,2050,52205.09371,5.172497916,2.536611428,0
CAN_C00097,PV,Alkaline,2050,47405.46608,2.883498699,2.410910421,0
CAN_C00097,Onshore,PEM,2050,57200.57928,12.36449792,0,2.498219666
CAN_C00097,Onshore,Alkaline,2050,51107.44704,7.29949789,0,2.362042054
CAN_C00097,Hybrid,PEM,2050,51986.37196,5.175499394,2.519237329,0
CAN_C00097,Hybrid,Alkaline,2050,47153.67973,2.886499243,2.391106827,0
CAN_C00098,PV,PEM,2050,49494.07181,5.690498965,2.714247346,0
CAN_C00098,PV,Alkaline,2050,44762.75428,3.18149861,2.566862008,0
CAN_C00098,Onshore,PEM,2050,87167.30661,6.043497778,0,1.748406035
CAN_C00098,Onshore,Alkaline,2050,78014.8329,3.534498581,0,1.651119627
CAN_C00098,Hybrid,PEM,2050,100271.5625,5.360497348,1.92451424,1.265978076
CAN_C00098,Hybrid,Alkaline,2050,83945.69651,3.126498889,2.008024847,1.01086433
CAN_C00099,PV,PEM,2050,49989.07352,5.67249762,2.743167136,0
CAN_C00099,PV,Alkaline,2050,44353.79892,3.170499456,2.519000968,0
CAN_C00099,Onshore,PEM,2050,92235.53549,5.493497318,0,1.664693521
CAN_C00099,Onshore,Alkaline,2050,83546.09135,3.208497372,0,1.594287525
CAN_C00099,Hybrid,PEM,2050,105791.2573,5.033498282,1.751999471,1.291524234
CAN_C00099,Hybrid,Alkaline,2050,97641.4262,2.943497512,1.74067035,1.260663115
CAN_C00100,PV,PEM,2050,41779.12605,6.250499071,2.40590911,0
CAN_C00100,PV,Alkaline,2050,38130.70445,3.473497675,2.30348792,0
CAN_C00100,Onshore,PEM,2050,84344.20596,6.659498794,0,1.893052825
CAN_C00100,Onshore,Alkaline,2050,76185.81656,3.905498839,0,1.809535259
CAN_C00100,Hybrid,PEM,2050,94972.58471,5.872498941,1.82871069,1.376368511
CAN_C00100,Hybrid,Alkaline,2050,73621.90008,3.43049968,1.905947106,0.968928391
CAN_C00101,PV,PEM,2050,45058.13168,5.865498432,2.452363619,0
CAN_C00101,PV,Alkaline,2050,41162.02355,3.263498236,2.351987109,0
CAN_C00101,Onshore,PEM,2050,79922.65896,7.392497775,0,2.014072893
CAN_C00101,Onshore,Alkaline,2050,72709.39128,4.342497182,0,1.942156265
CAN_C00101,Hybrid,PEM,2050,45294.30825,5.869497233,2.473760487,0
CAN_C00101,Hybrid,Alkaline,2050,40989.95227,3.266498605,2.336610135,0
CAN_C00102,PV,PEM,2050,49248.2903,5.467497371,2.526218748,0
CAN_C00102,PV,Alkaline,2050,44589.75425,3.045499063,2.388898267,0
CAN_C00102,Onshore,PEM,2050,66742.15594,10.87749795,0,2.57459838
CAN_C00102,Onshore,Alkaline,2050,60441.25758,6.431499792,0,2.473767053
CAN_C00102,Hybrid,PEM,2050,49138.86404,5.470497274,2.516912326,0
CAN_C00102,Hybrid,Alkaline,2050,44916.09199,3.049498047,2.416198718,0
CAN_C00103,PV,PEM,2050,52368.41702,5.172498637,2.54937996,0
CAN_C00103,PV,Alkaline,2050,47819.36105,2.884498214,2.444021813,0
CAN_C00103,Onshore,PEM,2050,60436.85667,12.50049686,0,2.697344411
CAN_C00103,Onshore,Alkaline,2050,54066.23848,7.39549911,0,2.555657092
CAN_C00103,Hybrid,PEM,2050,52168.53074,5.175498702,2.533476257,0
CAN_C00103,Hybrid,Alkaline,2050,47656.3002,2.887498534,2.431030946,0
CAN_C00104,PV,PEM,2050,51964.26761,5.136497727,2.489358708,0
CAN_C00104,PV,Alkaline,2050,47377.54427,2.860497754,2.379423389,0
CAN_C00104,Onshore,PEM,2050,64483.92895,13.03349907,0,3.04827463
CAN_C00104,Onshore,Alkaline,2050,58745.02088,7.736498394,0,2.950804111
CAN_C00104,Hybrid,PEM,2050,51805.78354,5.139498358,2.476780735,0
CAN_C00104,Hybrid,Alkaline,2050,47211.75771,2.863498091,2.366334206,0
CAN_C00121,PV,PEM,2050,54024.28964,4.892497738,2.448974844,0
CAN_C00121,PV,Alkaline,2050,49201.48047,2.72249794,2.335726761,0
CAN_C00121,Onshore,PEM,2050,77188.38297,9.820498616,0,2.705921218
CAN_C00121,Onshore,Alkaline,2050,68038.05507,5.810498446,0,2.520141794
CAN_C00121,Hybrid,PEM,2050,53885.52867,4.89549814,2.438431198,0
CAN_C00121,Hybrid,Alkaline,2050,49053.94005,2.725498041,2.324559768,0
CAN_C00122,PV,PEM,2050,54854.17484,4.715498698,2.362789385,0
CAN_C00122,PV,Alkaline,2050,49973.5958,2.620498557,2.254507649,0
CAN_C00122,Onshore,PEM,2050,70669.84199,10.61549917,0,2.674271893
CAN_C00122,Onshore,Alkaline,2050,63937.78043,6.282498432,0,2.567030446
CAN_C00122,Hybrid,PEM,2050,55131.31648,4.71949712,2.383073886,0
CAN_C00122,Hybrid,Alkaline,2050,49664.27884,2.623499547,2.232447781,0
CAN_C00123,PV,PEM,2050,55094.97229,4.670499429,2.342269524,0
CAN_C00123,PV,Alkaline,2050,50302.87303,2.595499176,2.243635903,0
CAN_C00123,Onshore,PEM,2050,58129.0048,14.44649836,0,3.046146069
CAN_C00123,Onshore,Alkaline,2050,52468.39827,8.571498106,0,2.917642392
CAN_C00123,Hybrid,PEM,2050,55547.47948,4.674498248,2.374740656,0
CAN_C00123,Hybrid,Alkaline,2050,50702.03428,2.599498279,2.272118474,0
CAN_C00124,PV,PEM,2050,54625.4193,4.635498042,2.2800909,0
CAN_C00124,PV,Alkaline,2050,49702.15193,2.570498186,2.168648209,0
CAN_C00124,Onshore,PEM,2050,71062.8397,11.46849945,0,2.94218995
CAN_C00124,Onshore,Alkaline,2050,63347.39143,6.801499208,0,2.778613535
CAN_C00124,Hybrid,PEM,2050,54418.62629,4.638498708,2.265323178,0
CAN_C00124,Hybrid,Alkaline,2050,49505.24787,2.573498797,2.154701865,0
CAN_C00125,PV,PEM,2050,38470.51774,7.068498279,2.571232787,0
CAN_C00125,PV,Alkaline,2050,34278.90663,3.935499094,2.372531796,0
CAN_C00125,Onshore,PEM,2050,90390.44973,5.757497746,0,1.721679897
CAN_C00125,Onshore,Alkaline,2050,82591.56696,3.367497426,0,1.667481118
CAN_C00125,Hybrid,PEM,2050,99698.09264,5.517498532,1.336957246,1.478003767
CAN_C00125,Hybrid,Alkaline,2050,91552.08271,3.231498733,1.343142493,1.430286376
CAN_C00126,PV,PEM,2050,40922.96671,6.711497701,2.61161667,0
CAN_C00126,PV,Alkaline,2050,36584.13434,3.74049919,2.423000529,0
CAN_C00126,Onshore,PEM,2050,92505.36756,6.146497699,0,1.920630858
CAN_C00126,Onshore,Alkaline,2050,83665.63955,3.606497841,0,1.838455991
CAN_C00126,Hybrid,PEM,2050,97809.26097,5.788498772,1.527614805,1.492877021
CAN_C00126,Hybrid,Alkaline,2050,87660.7317,3.390499257,1.529842368,1.390773057
CAN_C00127,PV,PEM,2050,42053.82407,6.481498528,2.579495377,0
CAN_C00127,PV,Alkaline,2050,38045.19263,3.612498113,2.43793797,0
CAN_C00127,Onshore,PEM,2050,91832.68601,6.150496057,0,1.905125841
CAN_C00127,Onshore,Alkaline,2050,83033.72159,3.607498286,0,1.822662698
CAN_C00127,Hybrid,PEM,2050,100879.3968,5.687497922,1.671846142,1.484585715
CAN_C00127,Hybrid,Alkaline,2050,91704.35043,3.333498194,1.671359246,1.413254669
CAN_C00128,PV,PEM,2050,45303.90995,6.03649812,2.591881733,0
CAN_C00128,PV,Alkaline,2050,40845.37346,3.365498847,2.436573302,0
CAN_C00128,Onshore,PEM,2050,94559.90739,6.215497437,0,1.999611
CAN_C00128,Onshore,Alkaline,2050,85447.37958,3.651498782,0,1.912561566
CAN_C00128,Hybrid,PEM,2050,100018.9057,5.656498287,1.792703317,1.418734708
CAN_C00128,Hybrid,Alkaline,2050,80732.2808,3.306499425,1.89223996,1.07528101
CAN_C00113,PV,PEM,2050,52142.10732,5.092498703,2.468303501,0
CAN_C00113,PV,Alkaline,2050,47514.1797,2.83549874,2.357863888,0
CAN_C00113,Onshore,PEM,2050,83170.63726,8.455498077,0,2.478670771
CAN_C00113,Onshore,Alkaline,2050,74385.51697,4.995499521,0,2.346740458
CAN_C00113,Hybrid,PEM,2050,52393.19,5.096498431,2.488144181,0
CAN_C00113,Hybrid,Alkaline,2050,47263.83723,2.83849893,2.33849336,0
CAN_C00114,PV,PEM,2050,53176.32229,4.903497974,2.395180395,0
CAN_C00114,PV,Alkaline,2050,48051.7316,2.724498468,2.25489436,0
CAN_C00114,Onshore,PEM,2050,85057.41243,8.300498596,0,2.489910312
CAN_C00114,Onshore,Alkaline,2050,77206.48034,4.905498373,0,2.397962773
CAN_C00114,Hybrid,PEM,2050,53019.93738,4.906498139,2.383312232,0
CAN_C00114,Hybrid,Alkaline,2050,47779.62775,2.72749911,2.234687651,0
CAN_C00115,PV,PEM,2050,39750.95417,6.939497052,2.630302026,0
CAN_C00115,PV,Alkaline,2050,35697.09712,3.868498221,2.457350484,0
CAN_C00115,Onshore,PEM,2050,89178.06468,6.027498545,0,1.792534906
CAN_C00115,Onshore,Alkaline,2050,81759.76766,3.530497346,0,1.743958011
CAN_C00115,Hybrid,PEM,2050,97463.23265,5.717498512,1.47636494,1.469966341
CAN_C00115,Hybrid,Alkaline,2050,88419.41022,3.348499378,1.470209376,1.398385251
CAN_C00116,PV,PEM,2050,40408.71447,6.754497483,2.585791105,0
CAN_C00116,PV,Alkaline,2050,36646.72367,3.763498016,2.451949842,0
CAN_C00116,Onshore,PEM,2050,90073.83868,6.022498925,0,1.812900954
CAN_C00116,Onshore,Alkaline,2050,81615.70899,3.528499303,0,1.739117444
CAN_C00116,Hybrid,PEM,2050,97978.25953,5.707498179,1.472290896,1.479135679
CAN_C00116,Hybrid,Alkaline,2050,88711.24639,3.342498543,1.477013674,1.399712629
CAN_C00117,PV,PEM,2050,41973.50426,6.465498429,2.561413945,0
CAN_C00117,PV,Alkaline,2050,37725.3889,3.600498028,2.394882307,0
CAN_C00117,Onshore,PEM,2050,89787.40488,6.377496645,0,1.93763019
CAN_C00117,Onshore,Alkaline,2050,81472.61458,3.742497096,0,1.861886083
CAN_C00117,Hybrid,PEM,2050,99332.74955,5.821498246,1.758629835,1.479832686
CAN_C00117,Hybrid,Alkaline,2050,87569.96531,3.410499223,1.739187787,1.344889802
CAN_C00118,PV,PEM,2050,44665.87115,6.135498098,2.600817563,0
CAN_C00118,PV,Alkaline,2050,40116.91569,3.421499589,2.431595795,0
CAN_C00118,Onshore,PEM,2050,93283.90627,6.56049803,0,2.100062736
CAN_C00118,Onshore,Alkaline,2050,83375.39726,3.859499439,0,1.983854052
CAN_C00118,Hybrid,PEM,2050,95411.30021,5.881497497,1.911788259,1.367905998
CAN_C00118,Hybrid,Alkaline,2050,57702.91318,3.42049959,2.234767833,0.483873859
CAN_C00119,PV,PEM,2050,49207.49347,5.469497922,2.524342384,0
CAN_C00119,PV,Alkaline,2050,44899.21631,3.047497953,2.41645911,0
CAN_C00119,Onshore,PEM,2050,85386.41432,8.177498882,0,2.457729437
CAN_C00119,Onshore,Alkaline,2050,77606.22931,4.831498522,0,2.370464526
CAN_C00119,Hybrid,PEM,2050,49083.01281,5.472497941,2.513788187,0
CAN_C00119,Hybrid,Alkaline,2050,44732.09286,3.050498944,2.402450653,0
CAN_C00120,PV,PEM,2050,51301.10597,5.135498939,2.437099585,0
